"Reporting starts","Reporting ends","Campaign name","Campaign delivery","Ad set budget","Ad set budget type","Amount spent (USD)",Reach,Impressions,Results,"Result indicator","Cost per results",Leads,"Cost per lead (USD)",actions:click_to_call_native_call_placed,Contacts,"Cost per contact (USD)"
2026-03-31,2026-03-31,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,7.97,237,313,,,,,,1,,
2026-03-31,2026-03-31,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,16.68,847,1059,,,,,,,,
2026-03-31,2026-03-31,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,15.54,521,695,,,,,,,,
2026-03-31,2026-03-31,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,17.2,734,1042,2,actions:click_to_call_native_call_placed,8.6,,,2,,
2026-03-31,2026-03-31,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-31,2026-03-31,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,5.67,331,359,,,,1,5.67,,,
2026-03-30,2026-03-30,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,6.85,522,596,,,,,,,,
2026-03-30,2026-03-30,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,7.57,403,440,,,,,,,,
2026-03-30,2026-03-30,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,12.27,268,379,,,,,,,,
2026-03-30,2026-03-30,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,13.32,312,407,,,,,,1,,
2026-03-30,2026-03-30,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,16.75,709,1065,1,actions:click_to_call_native_call_placed,16.75,,,1,,
2026-03-30,2026-03-30,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-30,2026-03-30,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,24.68,592,839,1,actions:offsite_conversion.fb_pixel_lead,24.68,1,24.68,1,,
2026-03-29,2026-03-29,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,24.68,700,951,,,,,,1,,
2026-03-29,2026-03-29,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,23.32,993,1607,,,,,,,,
2026-03-29,2026-03-29,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-29,2026-03-29,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,33.73,702,923,1,actions:offsite_conversion.fb_pixel_lead,33.73,1,33.73,,,
2026-03-28,2026-03-28,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,34.47,907,1264,,,,,,,,
2026-03-28,2026-03-28,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,18,861,1282,,,,,,,,
2026-03-28,2026-03-28,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-28,2026-03-28,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,34.33,1127,1369,,,,,,,,
2026-03-27,2026-03-27,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,33.73,987,1246,,,,,,,,
2026-03-27,2026-03-27,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,19.53,819,1147,,,,,,,,
2026-03-27,2026-03-27,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-27,2026-03-27,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0.33,5,5,,,,,,,,
2026-03-26,2026-03-26,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0.01,2,2,,,,,,,,
2026-03-26,2026-03-26,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,17.76,860,1137,,,,,,,,
2026-03-26,2026-03-26,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-26,2026-03-26,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,27.15,627,960,,,,,,1,,
2026-03-25,2026-03-25,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,27.36,674,926,,,,,,,,
2026-03-25,2026-03-25,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,19.24,736,1119,,,,,,,,
2026-03-25,2026-03-25,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-25,2026-03-25,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,29.27,1366,1584,,,,,,,,
2026-03-24,2026-03-24,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,29.23,1997,2368,,,,,,,,
2026-03-24,2026-03-24,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,20.62,1102,1495,,,,,,,,
2026-03-24,2026-03-24,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-03-24,2026-03-24,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
