"Reporting starts","Reporting ends","Campaign name","Campaign delivery","Ad set budget","Ad set budget type","Amount spent (USD)",Reach,Impressions,Results,"Result indicator","Cost per results",Leads,"Cost per lead (USD)",actions:click_to_call_native_call_placed,Contacts,"Cost per contact (USD)"
2026-05-20,2026-05-20,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-20,2026-05-20,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,2.98,1554,1560,1554,reach,1.91763192,,,,,
2026-05-19,2026-05-19,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,3.41,117,131,,,,,,,,
2026-05-19,2026-05-19,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,5.13,262,313,,,,,,,,
2026-05-19,2026-05-19,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,4.6,177,329,,,,,,,,
2026-05-19,2026-05-19,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,11.07,527,753,,,,2,5.535,,,
2026-05-19,2026-05-19,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,17.49,651,887,,,,1,17.49,,,
2026-05-19,2026-05-19,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,8.86,601,842,,,,,,,,
2026-05-19,2026-05-19,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-19,2026-05-19,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,4.08,168,201,,,,,,,,
2026-05-18,2026-05-18,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,5.72,321,372,,,,,,,,
2026-05-18,2026-05-18,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,6.47,243,384,,,,,,,,
2026-05-18,2026-05-18,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,14.44,730,1007,,,,,,,,
2026-05-18,2026-05-18,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,18.34,506,686,,,,1,18.34,,,
2026-05-18,2026-05-18,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,7.98,464,590,,,,,,,,
2026-05-18,2026-05-18,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-18,2026-05-18,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,4.51,145,174,1,actions:offsite_conversion.fb_pixel_lead,4.51,1,4.51,,,
2026-05-17,2026-05-17,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,6.96,407,454,,,,,,,,
2026-05-17,2026-05-17,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,4.07,235,316,,,,,,,,
2026-05-17,2026-05-17,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,13.5,724,981,,,,,,,,
2026-05-17,2026-05-17,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,22.37,572,783,,,,,,,,
2026-05-17,2026-05-17,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,9.76,436,650,,,,,,,,
2026-05-17,2026-05-17,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-17,2026-05-17,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0.69,40,44,,,,,,,,
2026-05-16,2026-05-16,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,1.03,99,105,,,,,,,,
2026-05-16,2026-05-16,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,1.76,81,107,,,,,,,,
2026-05-16,2026-05-16,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,9.14,535,721,,,,1,9.14,,,
2026-05-16,2026-05-16,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,12.21,530,700,,,,,,,,
2026-05-16,2026-05-16,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,6.69,314,450,,,,,,,,
2026-05-16,2026-05-16,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-16,2026-05-16,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,2.41,94,113,,,,,,,,
2026-05-15,2026-05-15,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,3.21,214,242,,,,,,,,
2026-05-15,2026-05-15,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,3.89,184,257,,,,2,1.945,,,
2026-05-15,2026-05-15,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,13.28,719,931,,,,2,6.64,,,
2026-05-15,2026-05-15,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,14.82,588,772,,,,,,,,
2026-05-15,2026-05-15,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,8.43,475,637,,,,,,,,
2026-05-15,2026-05-15,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-15,2026-05-15,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,2.03,79,96,,,,,,,,
2026-05-14,2026-05-14,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,6.54,305,336,,,,,,,,
2026-05-14,2026-05-14,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,3.22,158,238,,,,1,3.22,,,
2026-05-14,2026-05-14,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,11.12,804,1045,,,,2,5.56,,,
2026-05-14,2026-05-14,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,15.81,642,847,,,,1,15.81,,,
2026-05-14,2026-05-14,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,8.44,347,515,,,,,,,,
2026-05-14,2026-05-14,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-14,2026-05-14,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-13,2026-05-13,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
